MLS,Property,Status,Type,City,Sold Price,Sold Date,List Price,List Date,Bed,Bath,Kitchen,Tax,year,Floor,Lot,Levels,Parking,Photos,Address,GPS,URL,Agency,Description,Feature,Influence,Amenities
R2619664,501 - 20376 86 AVENUE,Sold,Apartment,Langley,"$865,000",10/22/2021,"$869,900",09/20/2021,3,2,-,,2022,"1,797",,-,Garage; Underground,16,"20376 86 Ave #501, Langley, BC V2Y 2C2, Canada","49.15924, -122.66801",https://www.bccondosandhomes.com/listing/r2619664-501-20376-86-avenue,Hanna Realty Ltd.,"HUGE 1814 sq. ft. SUB-PENTHOUSE!! STUNNING Northeast CITYVIEW!! Whole glass wall from bottom to the top in living room brings in amazing view and brightness!! This 3 Beds + 2 Bath suite has it all, a square glass 201 sq. ft. Solarium with gas connection for BBQ & year round entertaining. Gourmet Samsung appliances including gas 5 burner cooktop, double oven, quartz countertops, heated tile floors in bathrooms, energy efficient heat pump/AC (each bedroom and living room), very rare separate laundry room with washer & dryer, wood closet system and a sound dampening acoustic pkg. Laminate floor is in throughout this unit 2 SIDE-BY-SIDE parking stalls with 2 huge storage locker in front (with electrical outlet capable of charging car).",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW,Central Location Greenbelt Private Setting Recreation Nearby Shopping Nearby, Elevator Exercise Centre In Suite Laundry Playground
R2719137,409C - 2020 LONDON LANE,Sold,Apartment,Whistler,"$435,000",08/27/2022,"$429,000",08/23/2022,2,2,1,,2008,"1,075",,-,Garage; Underground,20,"2020 London Ln #409c, Whistler, BC V0N 1B2, Canada","50.09582, -122.98905",https://www.bccondosandhomes.com/listing/r2719137-409c-2020-london-lane,Whistler Real Estate Company Limited,"This stylish 2 bed 2 bath top floor corner suite in Evolution has it all - gourmet kitchen, heated floors, in-suite laundry, vaulted ceilings, and 360 square feet of deck space! Not to mention Evolution is amenity rich featuring 2 hot tubs, year-round swimming pool, steam room, sauna, fitness area, and games room. Enjoy being steps away from restaurants and shopping in Whistler Creekside and the new Creekside Gondola. Quarter share ownership provides 1 week of use or rental out of every 4 weeks and strata fees include utilities, cable/internet, property taxes, management, and Tourism Whistler fees. If you desire to own a slope-side vacation home in Whistler for a fraction of the price, book a showing today!",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Microwave Smoke Alarm Sprinkler - Fire Vaulted Ceiling,Golf Course Nearby Recreation Nearby Shopping Nearby Ski Hill Nearby, Air Cond./Central Bike Room Elevator Exercise Centre In Suite Laundry Pool; Outdoor Recreation Center Sauna/Steam Room Swirlpool/Hot Tub
R2716517,418 - 1655 NELSON STREET,Sold,Apartment,Vancouver,"$605,000",08/22/2022,"$638,800",08/15/2022,1,1,1,"$1,550 in 2022",1973,670,,-,"Garage Underbuilding,Garage; Single,Garage; Underground",21,"1655 Nelson St #418, Vancouver, BC V6G 1M4, Canada","49.28794, -123.13597",https://www.bccondosandhomes.com/listing/r2716517-418-1655-nelson-street,Team 3000 Realty Ltd.,"INVESTORS & FIRST TIME BUYERS ALERT!!!.Welcome to West End living.Bright & Roomy South facing TOP floor unit overlooking the surrounding greenery with a tree-lined street outlook in a quite neighbourhood.Open & functional layout with 8' 6""~8'8"" High ceilings & peaceful private setting.Large living room & dining area and Spacious Mbdrm.Well maintained bldg. & pro-active strata.Living the Coal-Harbour ""lifestyle"" without paying the Coal Harbour ""price""This is a low turn over building.The Building upgrades include Balcony(2018),New Windows & Sliders(2014),Roof(2013),Plumbing(2008)&Elevators(2003).In-suite laundry(ventless washer & dryer combos)might be possible with strata approval-please check if deemed important.",Drapes/Window Coverings Range Top Refrigerator,Central Location Marina Nearby Private Setting Shopping Nearby Treed, Elevator Garden Shared Laundry Storage
R2689443,702 - 6833 BUSWELL STREET,Sold,Apartment,Richmond,"$956,000",07/21/2022,"$1,003,800",05/12/2022,2,2,1,,2022,887,,-,Garage Underbuilding,2,"6833 Buswell St #702, Richmond, BC V6Y 0L3, Canada","49.16321, -123.13382",https://www.bccondosandhomes.com/listing/r2689443-702-6833-buswell-street,RE/MAX Westcoast,"PRIMA built by Robert Bosa's Quorum Group! Brand new 1-, 2-, & 3-bedroom homes in this beautifully-crafted concrete building. Terrific location, just walk over to Richmond Centre, Brighouse Skytrain Station, Minoru Park, City’s Centre For Active Living, all within minutes. Quality-finished with built-in brand name appliances in open modern kitchen. 8.5’ Ceilings. Floor-to-ceiling windows. Spacious, bright, & functional floor plans that often accommodates king-sized beds. No carpet but good-looking German 12mm wide-plank laminated wood floors & large tiles in bathrooms. Roof-top garden, large covered balconies, multi-purpose function room, equipped gym, all these plus a huge elegant entrance foyer on a very quiet residential street.",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Recreation Nearby Shopping Nearby, Air Cond./Central Bike Room Elevator Exercise Centre Garden In Suite Laundry Playground Recreation Center
R2714486,1378 SUTHERLAND AVENUE,Sold,House,Port Coquitlam,"$1,315,000",08/21/2022,"$1,370,000",08/04/2022,4,3,2,"$4,354 in 2021",1989,"2,325",4036 SqFt.,-,Garage; Double,35,"1378 Sutherland Ave, Port Coquitlam, BC V3B 7G7, Canada","49.2798, -122.75305",https://www.bccondosandhomes.com/listing/r2714486-1378-sutherland-avenue,Royal LePage - Brookside Realty,"Location, Location, Location! Welcome to the beautiful, family oriented Neighbourhood of Oxford Heights! This fantastic family home is perfectly located in a wonderful neighborhood close to parks, schools and lots more! This 3 bed, 2 bath family home with a 1 bed plus den legal Mortgage helper has been beautifully maintained by the original owners. Upstairs you'll find 3 generous bedrooms, 2 full bathrooms, a beautiful living room & large dining room with attached kitchen. Downstairs is a great legal suite with a bedroom and den and separate entrance. Large 2 car garage is currently being used as a man cave but can be easily changed back. All this is wonderfully located in a highly desirable Neighbourhood close to everything. A must see! ",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Fireplace Insert Storage Shed,Central Location Recreation Nearby Shopping Nearby,-
R2667198,145 KING EDWARD STREET,Sold,Mobile,Coquitlam,"$350,000",04/29/2022,"$395,000",03/21/2022,3,2,1,$720 in 2022,1987,"1,440",,-,Carport; Single,37,"145 King Edward St, Coquitlam, BC V3K 6L9, Canada","49.23332, -122.86163",https://www.bccondosandhomes.com/listing/r2667198-104-145-king-edward-street,Royal LePage West Real Estate Services,"""Welcome to Mill Creek Village"" As housing pricing are reaching Record High and out of reach for a lot of people, Manufactured Homes offers an alternative Living for families or downsizing from your home. A 1 level with no stairs that offer you 3 bedrooms, 2 full baths, family room, Living room, Large covered deck with those BBQ's. Extra Features include Double glazed windows, new flooring, kitchen has been redone. 2 sheds Located at the rear of the park on a cul-de-sac. Location Location Walk to Superstore, Movie theater, bowling alley, shopping, restaurants, Ikea and a short distance to the Skytrain and close to HWY 1 & Lougheed Hwy.",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings,Cul-de-Sac Golf Course Nearby Recreation Nearby Shopping Nearby, Club House In Suite Laundry Storage
R2710380,100 KLAHANIE DRIVE,Sold,Townhouse,Port Moody,"$1,020,000",09/12/2022,"$1,199,900",07/18/2022,3,3,1,"$3,770 in 2021",2005,"1,495",,-,Grge/Double Tandem,20,"100 Klahanie Dr, Port Moody, BC V3H 5K3, Canada","49.27896, -122.83803",https://www.bccondosandhomes.com/listing/r2710380-114-100-klahanie-drive,RE/MAX Sabre Realty Group,"Klahanie Town Home in a quiet location, close to the Canoe Club! Owners added extra cabinets in the eating area, Quartz Counter Tops, laminate floors throughout, Custom Closet Organizers & updated the appliances. Main floor features an open floor plan with a fireplace in the living room, eating bar, den area & large deck off the kitchen. On the top floor there are 3 bedrooms including a spacious master bedroom with 3 closets & a 5 piece ensuite bath. There is a 135 sqft bonus room off the garage that is included in the total sq/ft. You will love the Canoe Club with gym, outdoor pool, hot tub, basketball & tennis courts, movie theatre, quest suites & more. Close to Brewery Row, Rocky Point Park, restaurants, shopping, walking trails, Skytrain & Transit.",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Marina Nearby Recreation Nearby Shopping Nearby, Club House Exercise Centre Guest Suite In Suite Laundry Pool; Outdoor Recreation Center Swirlpool/Hot Tub Tennis Court(s)
R2720671,3352 6TH AVENUE,Sold,Duplex,Vancouver,"$1,751,000",09/13/2022,"$1,548,000",09/06/2022,3,3,1,"$5,944 in 2022",1987,"1,515",,-,Garage; Single,34,"3352 W 6th Ave, Vancouver, BC, Canada","49.26677, -123.17908",https://www.bccondosandhomes.com/listing/r2720671-3352-w-6th-avenue,Pospischil Realty Group,"3BR/ 3Bath duplex in the heart of Kits! Step into this ground-level entry, front-back duplex. The spacious open concept layout on the main floor opens onto the spacious south-facing back patio with French doors. Extend your inside space outside and entertain or enjoy a meal al fresco on your private patio. Home has been tastefully updated with fir doors, an upgraded kitchen, and HW floors. 2nd floor has 2 spacious bedrooms with Jack/Jill bath. 3rd floor has another bed and en suite bath, perfect as a primary bed, office, or play space. Cozy wood-burning fire in the living room. Private detached single garage. View our Live Stream broadcast on our FB page: Thurs, Sept 8th (7 pm), private showings by appt only on September 9,10,11 Fri-Sun (2-4 PM) Contact your realtor to book an appointment",ClthWsh/Dryr/Frdg/Stve/DW,Private Setting Private Yard, In Suite Laundry
R2715543,2103 - 545 AUSTIN AVENUE,Sold,Apartment,Coquitlam,"$1,150,000",09/06/2022,"$1,199,800",08/09/2022,4,2,1,"$4,300 in 2021",1990,"1,919",,-,Garage; Underground,40,"545 Austin Ave, Coquitlam, BC V3K 6R4, Canada","49.24925, -122.88926",https://www.bccondosandhomes.com/listing/r2715543-2103-545-austin-avenue,RE/MAX All Points Realty,"Imagine living in a PALACE in the SKY that's LARGER than most HOMES with a maintenance fee that's AMAZING for a GEM this MASSIVE! This LUXURIOUS PENTHOUSE has a PHENOMENAL layout with RICH finishings and an AMBIANCE that would make any owner OOZE with PRIDE! Four bedrooms (2 without closets), two full bathrooms (one even has two showers), two decks, GAS fireplace, HARDWOOD floors, NEW carpet in the bedrooms, two parking stalls & a locker are just a few things to note! PANORAMIC VIEWS from EVERYWHERE on the BEST corner of the BEST located building from the LARGEST suite in this well run complex! RARELY, do you walk into a place this GRAND and get the VIBES very few can! CONVENIENT as can be with everything at your doorstep and skytrain a block away! Rentals allowed and one dog up to 26lbs!",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Garage Door Opener,Central Location Golf Course Nearby Paved Road Recreation Nearby Shopping Nearby, Elevator Exercise Centre In Suite Laundry Pool; Indoor Recreation Center Sauna/Steam Room Storage Swirlpool/Hot Tub
R2697985,9711 HADDON COURT,Sold,House,Richmond,"$2,112,000",09/03/2022,"$2,188,000",06/08/2022,6,4,1,"$5,023 in 2021",1989,"3,098",5167 SqFt.,-,"Garage; Double,Other",39,"9711 Haddon Ct, Richmond, BC V7E 6H5, Canada","49.14218, -123.16602",https://www.bccondosandhomes.com/listing/r2697985-9711-haddon-court,Luxmore Realty,"View View View! Beautiful PARK VIEW and MOUNTAIN VIEW. Your dream home finally available lot in most desirable Lackner location. Very well maintained 3089 sqft gorgeous home in a CORNER LOT, manicured garden. Spacious and bright! Excellent layout, Spacious living room and two bdrms over look green plaground; kitchen with big island next to open dining area; 1 office & 1 bdrm w/ensuite on main, 5 bdrms up, Master bdrm w/ ensuite, whirlpool bath. New exterior paint, new interior paint, New ceiling paint, new wood floor, new dish washer, newer cedar roof, double garage. Extensive use of marble on main, spiral oak stairway. Steps to one of the best schools: Jessie Wowk elementary, Richmond Christian School. Be quick before it's gone.",Clothes Washer/Dryer Dishwasher Drapes/Window Coverings Garage Door Opener Oven - Built In Security System,Private Setting Private Yard Recreation Nearby Shopping Nearby,-
R2717620,517 - 6833 BUSWELL STREET,Sold,Apartment,Richmond,"$853,800",08/17/2022,"$853,800",08/12/2022,2,2,-,,2022,841,,-,Garage Underbuilding,2,"6833 Buswell St #517, Richmond, BC V6Y 0L3, Canada","49.16321, -123.13382",https://www.bccondosandhomes.com/listing/r2717620-517-6833-buswell-street,RE/MAX Westcoast,"PRIMA built by Robert Bosa's Quorum Group! Brand new 1-, 2-, & 3-bedroom homes in this beautifully-crafted concrete building. Terrific location, just walk over to Richmond Centre, Brighouse Skytrain Station, Minoru Park, City’s Centre For Active Living, all within minutes. Quality-finished with built-in brand name appliances in open modern kitchen. 8.5’ Ceilings. Floor-to-ceiling windows. Spacious, bright, & functional floor plans that often accommodates king-sized beds. No carpet but good-looking German 12mm wide-plank laminated wood floors & large tiles in bathrooms. Roof-top garden, large covered balconies, multi-purpose function room, equipped gym, all these plus a huge elegant entrance foyer on a very quiet residential street.",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Recreation Nearby Shopping Nearby, Air Cond./Central Bike Room Elevator Exercise Centre Garden In Suite Laundry Playground Recreation Center
R2718126,741 - 8133 COOK ROAD,Sold,Apartment,Richmond,"$680,000",09/02/2022,"$649,888",08/22/2022,2,1,-,,2022,552,,-,"Garage; Single,Garage; Underground",26,"8133 Cook Rd #741, Richmond, BC V6Y 0L7, Canada","49.16654, -123.13464",https://www.bccondosandhomes.com/listing/r2718126-741-8133-cook-road,Coldwell Banker Prestige Realty,"Welcome to The Paramount, by Keltic Development, now featuring a RARE 2 BEDROOM JR SUITE FOR THE PRICE OF 1! Look no further for the best value in town with Richmond Brighouse Skytrain Station at your door steps and Richmond Centre literally just steps away. Whether you're looking for a starter home or an investment property, this floor plan is arguably the most ideal property that fits both. With emphasis on livability and wellness, this development is complete with 13,000sf of dedicated amenity space, including daycare centre, gym, racing simulator, theatre room, outdoor garden, private chef's kitchen, steam & sauna room, and more. This home is fitted with A/C, and includes one (1) EV parking. Pets & Rental Friendly.",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW Microwave Smoke Alarm Sprinkler - Fire,Central Location Recreation Nearby Shopping Nearby, Air Cond./Central Bike Room Club House Day Care Centre Elevator Exercise Centre In Suite Laundry Playground Sauna/Steam Room Concierge
R2719885,3101 - 2138 MADISON AVENUE,Sold,Apartment,Burnaby,"$1,139,000",09/09/2022,"$1,158,000",08/31/2022,3,2,1,"$2,980 in 2022",2005,"1,412",,-,"Garage; Double,Garage; Underground,Visitor Parking",30,"2138 Madison Ave #3101, Burnaby, BC V5C 4B4, Canada","49.26538, -123.0087",https://www.bccondosandhomes.com/listing/r2719885-3101-2138-madison-avenue,Jovi Realty Inc.,"Luxurious living awaits at your new SUB PENTHOUSE condo on the 31st floor. Amazing views to the North, East, and South. Your 3 bdrm + 2 bathrooms condo has beautiful hardwood floors throughout, an open kitchen with GRANITE COUNTERS, STAINLESS STEEL APPLIANCES, and a gas fireplace to keep you cozy warm. The master bedroom is spacious 13.1x13.8 with a large WALK-IN CLOSET that is larger than most bathrooms. The other two bedrooms are ideal for guests, office or media room. You have 2 large covered balconies, 2 parkings, an extra storage locker, large INSUITE LAUNDRY room Modern GYM, HOT TUB and SAUNA. Your Mosaic AT THE RENAISSANCE is close to shopping at BRENTWOOD MALL, SAVE-ON-FOODS, & SKYTRAIN for easy access. ",ClthWsh/Dryr/Frdg/Stve/DW Fireplace Insert Microwave Smoke Alarm Sprinkler - Fire,Central Location Recreation Nearby Shopping Nearby, Club House Elevator Exercise Centre Garden In Suite Laundry Playground Recreation Center Storage
R2718041,1010 - 3557 SAWMILL CRESCENT,Sold,Apartment,Vancouver,"$670,000",08/30/2022,"$678,000",08/22/2022,1,1,1,"$1,554 in 2022",2018,660,,-,"Garage; Underground,Visitor Parking",17,"3557 E Sawmill Cres #1010, Vancouver, BC V5S 0E2, Canada","49.20616, -123.02877",https://www.bccondosandhomes.com/listing/r2718041-1010-3557-sawmill-crescent,Jovi Realty (Richmond) Inc.,"Welcome to ONE TOWN CENTRE by Wesgroup, located in the River District. This sub-penthouse 1 bedroom + den unit features an open, functional & spacious layout, NE corner with morning sun with city & mountain view. Very well maintained unit, like new. The gourmet kitchen offers huge quartz counters with top-line stainless appliances. Great amenities such as pool, sauna/steam room, gym, squash court, and rooftop garden. Convenient location, close to shopping plaza, restaurants, and transit.",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Sprinkler - Fire,Central Location Recreation Nearby Shopping Nearby, Bike Room Club House Elevator Exercise Centre Garden Guest Suite In Suite Laundry Pool; Indoor Recreation Center Storage
R2716022,3157 34TH AVENUE,Sold,House,Vancouver,"$3,360,000",08/29/2022,"$3,698,000",08/11/2022,6,3,2,"$11,213 in 2022",1940,"2,900",65 SqFt.,-,Garage; Double,1,"3157 W 34th Ave, Vancouver, BC V6N 2K1, Canada","49.24164, -123.17513",https://www.bccondosandhomes.com/listing/r2716022-3157-w-34th-avenue,Interlink Realty,Great opportunity to acquire this level lot on a super quiet street in the prestigious Mckenzie Heights area. You can build a single dwelling over 4000 SF or a Duplex for 2 families.,Clothes Washer/Dryer Refrigerator Stove,Recreation Nearby Shopping Nearby,-
R2719864,202 - 8391 BENNETT ROAD,Sold,Apartment,Richmond,"$357,500",09/02/2022,"$365,000",08/30/2022,1,1,1,$941 in 2021,1979,601,,-,Other,18,"8391 Bennett Rd #202, Richmond, BC V6Y 1N4, Canada","49.16138, -123.13138",https://www.bccondosandhomes.com/listing/r2719864-202-8391-bennett-road,RE/MAX Masters Realty,"Great location!!! Steps to Skytrain, Transit, Shopping. Richmond Centre, Lansdowne Mall, Canada Line, Bus routes, PriceSmart & IGA. Tons of restaurants, coffee shops & much more! The unit updated with a new carpet and painted. Well maintained building is perfect for live in or investors with RENTALS ALLOWED, includes in-suite storage & extra parking/lockers available for rent.",Dishwasher,Central Location Recreation Nearby Treed, None Shared Laundry
R2714430,905 - 6463 SILVER AVENUE,Sold,Apartment,Burnaby,"$772,500",08/21/2022,"$819,000",08/04/2022,2,1,1,,2022,604,,-,Garage; Underground,21,"6463 Silver Ave #905, Burnaby, BC V5H 2Y3, Canada","49.22443, -123.00686",https://www.bccondosandhomes.com/listing/r2714430-905-6463-silver-avenue,Sutton Group - 1st West Realty,"Welcome to Maywood by Intracorp. Amazing location - Steps away from Metrotown Skytrain Station, Shopping Mall, Restaurants and more. This 2 bedroom 1 bath unit is ideal for investors or first time home buyers. Thoughtfully designed floorplan with spacious kitchen include an island with an integrated dining table, this brand new unit contains all the essentials - In-suite laundry, s/s appliances, built-in closet, 1 secure EV parking stall, 1 storage locker. Huge SOUTH facing balcony with plenty of natural light and beautiful views of Maywood park and water. Well-considered in-building amenities: 24-hour concierge, fully equipped fitness studio, expansive lounge area, dog wash, bike repair room, and more. Must see!",Air Conditioning ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Garage Door Opener Microwave Smoke Alarm Sprinkler - Fire,Central Location Private Setting Recreation Nearby Shopping Nearby, Air Cond./Central Bike Room Elevator Garden In Suite Laundry Playground
R2700566,7733 HEATHER STREET,Sold,Townhouse,Richmond,"$1,030,000",08/28/2022,"$1,198,000",06/14/2022,3,3,1,"$2,722 in 2021",2003,"1,276",,-,Garage; Single,24,"7733 Heather St, Richmond, BC V6Y 4J1, Canada","49.15652, -123.1226",https://www.bccondosandhomes.com/listing/r2700566-7-7733-heather-street,Nu Stream Realty Inc.,"Welcome to Hearthstone. Rarely available. Raise your family in this lovely, traditional 3 bedrooms up floor plan with a 2 piece powder room on the main, with a flex space that you can use for storage or a room with a view to the backyard. Open plan living/dining/kitchen & eating area with a gas fireplace, stone countertops, gas range, extra kitchen cabinet storage & German quality laminate flooring on main floor. Panel for EV charger, gas f/p, covered balcony, private setting. Fantastic quiet location with Paulik Neighborhood Park across the complex, walking distance to Garden City Community Park & Arboretum, Garden City Off-Leash Dog Park, Garden City Shopping Centre, close to central Richmond amenities & transit. Garden City Elementary & Palmer Secondary with AP Program.",ClthWsh/Dryr/Frdg/Stve/DW Fireplace Insert,Central Location Private Yard Shopping Nearby, In Suite Laundry Playground
R2718354,104 - 5889 IRMIN STREET,Sold,Apartment,Burnaby,"$460,000",09/04/2022,"$475,000",08/23/2022,1,1,1,"$1,196 in 2021",2009,529,,-,"Garage; Underground,Visitor Parking",22,"5889 Irmin St #104, Burnaby, BC V5J 0C1, Canada","49.21568, -122.9777",https://www.bccondosandhomes.com/listing/r2718354-104-5889-irmin-street,RE/MAX Real Estate Services,"Bright, South facing, well maintained junior 1 bdrm at Macpherson Walk East. This ground floor unit features an efficient, open layout, laminate and tile flooring, full sized kitchen with stainless steel appliances, gas stove, insuite laundry, one parking and one locker. Covered patio with gas bbq hook up can be accessed directly from the tree-lined courtyard. Super central South Burnaby location, close to Metrotown, Royal Oak Skytrain, Bonsor Rec Centre, and elementary and secondary schools. Perfect for first time homebuyers, pet lovers or investors.",ClthWsh/Dryr/Frdg/Stve/DW Microwave,Central Location Recreation Nearby Shopping Nearby, Elevator Exercise Centre Garden Guest Suite In Suite Laundry Playground Storage
R2709987,808 - 9025 HIGHLAND COURT,Sold,Apartment,Burnaby,"$385,000",09/09/2022,"$398,000",07/18/2022,1,1,1,"$1,014 in 2021",2013,441,,-,"Garage; Underground,Visitor Parking",8,"9025 Highland Ct #808, Burnaby, BC V5A 0A8, Canada","49.27912, -122.90977",https://www.bccondosandhomes.com/listing/r2709987-808-9025-highland-court,Sutton Group - 1st West Realty,"Jr. 1 bedroom unit with the open floor plan that flows from the gourmet kitchen to the dining room and to the living room. Very convenient location! Step to Nester's Market, walking distance to restaurants, campus, transit, trails & more. One parking & One storage locker. Great price for investment or for self occupied. Rare opportunity!",ClthWsh/Dryr/Frdg/Stve/DW,-, Elevator In Suite Laundry
R2712254,508 - 7360 ELMBRIDGE WAY,Sold,Apartment,Richmond,"$738,000",09/08/2022,"$769,000",07/25/2022,2,2,1,"$2,015 in 2021",2008,894,,-,Garage; Underground,26,"7360 Elmbridge Way #508, Richmond, BC V6X 0B6, Canada","49.17149, -123.14401",https://www.bccondosandhomes.com/listing/r2712254-508-7360-elmbridge-way,Nu Stream Realty Inc.,"Corner unit facing North-East with two bright bedrooms. Newly installed hardwood Floor, granite kitchen counter, large windows and stainless-steel appliances. The unit has a bonus large private patio with direct access to the beautiful roof-top garden. Perfect for a relaxing stroll or BBQ with friends and family. Additionally, you can enjoy the smell of nature just outside the window. Building includes resort-like amenities such as a Media Room, Sauna, Hot Tab, Sauna, Pool, large GYM and clubhouse. Minuets away from Minoru Park, Richmond Center and restaurants. School catchment: Brighouse Elementary, Richmond Secondary. ",ClthWsh/Dryr/Frdg/Stve/DW Garage Door Opener Smoke Alarm,Central Location, Elevator Garden In Suite Laundry
R2716940,303 - 1500 OSTLER COURT,Sold,Apartment,North Vancouver,"$882,000",08/27/2022,"$898,000",08/16/2022,2,2,1,"$3,802 in 2021",1993,"1,832",,-,Garage; Underground,40,"1500 Ostler Ct #303, North Vancouver, BC V7G 2S2, Canada","49.32207, -122.95684",https://www.bccondosandhomes.com/listing/r2716940-303-1500-ostler-court,RE/MAX Crest Realty,"Unbelievable price at under $500/sq.ft. TWO LARGE BEDROOMS + LARGE DEN and TWO FULL BATHROOMS on ONE LEVEL with over 1,800 sq.ft. means no need to compromise on space. This Mountain Terrace home offers unsurpassed TRANQUILITY and PRIVACY and has been immaculately maintained by its original owner. As well as the spacious interior, enjoy over 400 sq.ft. of sun-drenched balcony space on which to unwind with views of the beautiful gardens. This home comes with 2 SECURED side by side PARKING stalls and a storage room. Great location if you love the outdoors. Situated close to Parkgate Village, Deep Cove, schools & Capilano University as well as both Northlands & Seymour golf courses and lots of walking and biking trails. Either one dog or one cat welcome. Rentals allowed. View by APPT. only.",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings Garage Door Opener,Golf Course Nearby Greenbelt Private Setting Recreation Nearby Shopping Nearby Ski Hill Nearby, Bike Room Club House Elevator Exercise Centre In Suite Laundry Wheelchair Access
R2719836,304 - 3133 CAMBIE STREET,Sold,Apartment,Vancouver,"$1,155,000",09/06/2022,"$1,098,000",08/31/2022,3,3,1,"$3,586 in 2021",1992,"1,686",,-,Garage; Underground,32,"3133 Cambie St #304, Vancouver, BC V5Z 4N4, Canada","49.2573, -123.11522",https://www.bccondosandhomes.com/listing/r2719836-304-3133-cambie-street,RE/MAX Select Realty,"Live in one of the hottest areas in Vancouver! Fantastic city home in prime Cambie corridor! With almost 1700 sq ft. this gorgeous space feels like a house! Open plan living with large entertainment areas to make your own. Beautiful open Kitchen with lots of counter space and eating bar. Updated bathrooms, principle with double sinks, and oversized shower. Nicely appointed throughout there is so much to love! AMAZING insuite storage, covered west facing balcony with view of the gardens and first class amenities including indoor pool, social rooms and more! Perfect for families, downsizers, all city dwellers! Excellent value!",ClthWsh/Dryr/Frdg/Stve/DW Drapes/Window Coverings,Central Location Recreation Nearby Shopping Nearby, Bike Room Exercise Centre Garden In Suite Laundry Pool; Indoor Sauna/Steam Room
R2705018,1759 63RD AVENUE,Sold,House,Vancouver,"$1,600,000",09/05/2022,"$1,798,000",06/28/2022,5,2,1,"$5,667 in 2021",1958,"2,588",4537 SqFt.,-,Garage; Single,34,1759 63RD Avenue,,https://www.bccondosandhomes.com/listing/r2705018-1759-e-63rd-avenue,Oakwyn Realty Ltd.,"Perched high above in one of Van East's premier neighbourhoods, FRASERVIEW, sits this fabulous south facing 2,588 SQFT family home. W/ a wide 40' frontage, Zoned RS-1, this solid residence offers peace, quiet, & boundless options. LIVE- W/ 5 bedrooms, 2 full baths, hardwood floors, & close to great schools: this home is ideal for families looking to move today. RENO- a functional floor plan, 7' 8"" basement ceiling height, & great ""bones"", this structure is perfect for a major makeover. BUILD- an ideal location & surrounded by newer construction, this property is ideal for any Builder's next project. HOLD- On a tree lined street, in an ideal location, that continues to grow. LIVE-RENO-BUILD-HOLD. ",-,-,-
R2708765,713 - 6833 BUSWELL STREET,Sold,Apartment,Richmond,"$863,800",07/12/2022,"$863,800",07/06/2022,2,2,1,,2022,837,,-,Garage Underbuilding,2,"6833 Buswell St #713, Richmond, BC V6Y 0L3, Canada","49.16321, -123.13382",https://www.bccondosandhomes.com/listing/r2708765-713-6833-buswell-street,RE/MAX Westcoast,"PRIMA built by Robert Bosa's Quorum Group! Brand new 1-, 2-, & 3-bedroom homes in this beautifully-crafted concrete building. Terrific location, just walk over to Richmond Centre, Brighouse Skytrain Station, Minoru Park, City’s Centre For Active Living, all within minutes. Quality-finished with built-in brand name appliances in open modern kitchen. 8.5’ Ceilings. Floor-to-ceiling windows. Spacious, bright, & functional floor plans that often accommodates king-sized beds. No carpet but good-looking German 12mm wide-plank laminated wood floors & large tiles in bathrooms. Roof-top garden, large covered balconies, multi-purpose function room, equipped gym, all these plus a huge elegant entrance foyer on a very quiet residential street.",ClthWsh/Dryr/Frdg/Stve/DW,Central Location Recreation Nearby Shopping Nearby, Air Cond./Central Bike Room Elevator Exercise Centre Garden In Suite Laundry Playground Recreation Center
